rental_serial_number,fk_rental_id,fk_rental_equipment_uid,equipment_type,equipment_type_serial_number,activation_date,manufacturer,model,size,pricing_status,deactivation_date,deactivation_initials,at_offsite,notes,ski_binding_type,wide,ski_boot_type,snowboard_boot_type,snowboard_binding_color
SP0046,,,SP,46,2023-03-05,,,44,,,,,,,,,,
SP0047,726,214,SP,47,2023-03-05,,,46,,,,,,,,,,
SP0048,468,154,SP,48,2023-03-05,,,48,,,,,,,,,,
SP0049,,,SP,49,2023-03-05,,,50,,,,,,,,,,
SP0050,,,SP,50,2023-03-05,,,52,,,,,,,,,,
SP0051,,,SP,51,2023-03-05,,,54,,,,,,,,,,
SP0052,98,206,SP,52,2023-03-05,,,56,,,,,,,,,,
SP0053,587,175,SP,53,2023-03-05,,,28,,,,,,,,,,
SP0054,,,SP,54,2023-03-05,,,30,,,,,,,,,,
SP0055,16,3,SP,55,2023-03-05,,,32,,,,,,,,,,
SP0056,,,SP,56,2023-03-05,,,34,,,,,,,,,,
SP0057,,,SP,57,2023-03-05,,,36,,,,,,,,,,
SP0058,,,SP,58,2023-03-05,,,38,,,,,,,,,,
SP0059,463,265,SP,59,2023-03-05,,,44,,,,,,,,,,
SP0060,,,SP,60,2023-03-05,,,46,,,,,,,,,,
SP0061,374,273,SP,61,2023-03-05,,,48,,,,,,,,,,
SP0062,9,116,SP,62,2023-03-05,,,50,,,,,,,,,,
SP0063,,,SP,63,2023-03-05,,,52,,,,,,,,,,
SP0064,413,8,SP,64,2023-03-05,,,54,,,,,,,,,,
SP0065,334,231,SP,65,2023-03-05,,,56,,,,,,,,,,
SP0066,,,SP,66,2023-03-05,,,28,,,,,,,,,,
SP0067,,,SP,67,2023-03-05,,,30,,,,,,,,,,
SP0068,433,139,SP,68,2023-03-05,,,32,,,,,,,,,,
SP0069,,,SP,69,2023-03-05,,,34,,,,,,,,,,
SP0070,494,86,SP,70,2023-03-05,,,36,,,,,,,,,,
SP0071,395,93,SP,71,2023-03-05,,,38,,,,,,,,,,
SP0072,711,129,SP,72,2023-03-05,,,44,,,,,,,,,,
SP0073,,,SP,73,2023-03-05,,,46,,,,,,,,,,
SP0074,243,297,SP,74,2023-03-05,,,48,,,,,,,,,,
SP0075,,,SP,75,2023-03-05,,,50,,,,,,,,,,
SP0076,,,SP,76,2023-03-05,,,52,,,,,,,,,,
SP0077,,,SP,77,2023-03-05,,,54,,,,,,,,,,
SP0078,,,SP,78,2023-03-05,,,56,,,,,,,,,,
SP0079,,,SP,79,2023-03-05,,,28,,,,,,,,,,
SP0080,281,20,SP,80,2023-03-05,,,30,,,,,,,,,,
SP0081,,,SP,81,2023-03-05,,,32,,,,,,,,,,
SP0082,340,266,SP,82,2023-03-05,,,34,,,,,,,,,,
SP0083,99,211,SP,83,2023-03-05,,,36,,,,,,,,,,
SP0084,,,SP,84,2023-03-05,,,38,,,,,,,,,,
SP0085,,,SP,85,2023-03-05,,,44,,,,,,,,,,
SP0086,134,17,SP,86,2023-03-05,,,46,,,,,,,,,,
SP0087,41,64,SP,87,2023-03-05,,,48,,,,,,,,,,
SP0088,,,SP,88,2023-03-05,,,50,,,,,,,,,,
SP0089,492,110,SP,89,2023-03-05,,,52,,,,,,,,,,
SP0090,781,146,SP,90,2023-03-05,,,54,,,,,,,,,,
SP0091,,,SP,91,2023-03-05,,,56,,,,,,,,,,
SP0092,128,37,SP,92,2023-03-05,,,28,,,,,,,,,,
SP0093,734,216,SP,93,2023-03-05,,,30,,,,,,,,,,
SP0094,,,SP,94,2023-03-05,,,32,,,,,,,,,,
SP0095,194,157,SP,95,2023-03-05,,,34,,,,,,,,,,
SP0096,763,151,SP,96,2023-03-05,,,36,,,,,,,,,,
SP0097,50,209,SP,97,2023-03-05,,,38,,,,,,,,,,
SP0098,,,SP,98,2023-03-05,,,44,,,,,,,,,,
SP0099,719,136,SP,99,2023-03-05,,,46,,,,,,,,,,
SP0100,,,SP,100,2023-03-05,,,48,,,,,,,,,,
SP0101,91,223,SP,101,2023-03-05,,,50,,,,,,,,,,
SP0102,,,SP,102,2023-03-05,,,52,,,,,,,,,,
SP0103,,,SP,103,2023-03-05,,,54,,,,,,,,,,
SP0104,780,65,SP,104,2023-03-05,,,56,,,,,,,,,,
SP0105,647,192,SP,105,2023-03-05,,,28,,,,,,,,,,
SP0106,74,106,SP,106,2023-03-05,,,30,,,,,,,,,,
SP0107,265,12,SP,107,2023-03-05,,,32,,,,,,,,,,
SP0108,,,SP,108,2023-03-05,,,34,,,,,,,,,,
SP0109,673,260,SP,109,2023-03-05,,,36,,,,,,,,,,
SP0110,,,SP,110,2023-03-05,,,38,,,,,,,,,,
SP0111,117,212,SP,111,2023-03-05,,,44,,,,,,,,,,
SP0112,764,260,SP,112,2023-03-05,,,46,,,,,,,,,,
SP0113,383,172,SP,113,2023-03-05,,,48,,,,,,,,,,
SP0114,640,207,SP,114,2023-03-05,,,50,,,,,,,,,,
SP0115,,,SP,115,2023-03-05,,,52,,,,,,,,,,
SP0116,,,SP,116,2023-03-05,,,54,,,,,,,,,,
SP0117,250,259,SP,117,2023-03-05,,,56,,,,,,,,,,
SP0118,354,154,SP,118,2023-03-05,,,28,,,,,,,,,,
SP0119,,,SP,119,2023-03-05,,,30,,,,,,,,,,
SP0120,775,29,SP,120,2023-03-05,,,32,,,,,,,,,,
SP0121,352,116,SP,121,2023-03-05,,,34,,,,,,,,,,
SP0122,124,35,SP,122,2023-03-05,,,36,,,,,,,,,,
SP0123,352,109,SP,123,2023-03-05,,,38,,,,,,,,,,
SP0124,,,SP,124,2023-03-05,,,44,,,,,,,,,,
SP0125,576,32,SP,125,2023-03-05,,,46,,,,,,,,,,
SP0126,,,SP,126,2023-03-05,,,48,,,,,,,,,,
SP0127,288,141,SP,127,2023-03-05,,,50,,,,,,,,,,
SP0128,,,SP,128,2023-03-05,,,52,,,,,,,,,,
SP0129,,,SP,129,2023-03-05,,,54,,,,,,,,,,
SP0130,580,290,SP,130,2023-03-05,,,56,,,,,,,,,,
SP0131,,,SP,131,2023-03-05,,,28,,,,,,,,,,
SP0132,421,220,SP,132,2023-03-05,,,30,,,,,,,,,,
SP0133,,,SP,133,2023-03-05,,,32,,,,,,,,,,
SP0134,567,189,SP,134,2023-03-05,,,34,,,,,,,,,,
SP0135,69,11,SP,135,2023-03-05,,,36,,,,,,,,,,
SP0136,480,15,SP,136,2023-03-05,,,38,,,,,,,,,,
SP0137,,,SP,137,2023-03-05,,,44,,,,,,,,,,
SP0138,,,SP,138,2023-03-05,,,46,,,,,,,,,,
SP0139,,,SP,139,2023-03-05,,,48,,,,,,,,,,
SP0140,422,59,SP,140,2023-03-05,,,50,,,,,,,,,,
SP0141,,,SP,141,2023-03-05,,,52,,,,,,,,,,
SP0142,,,SP,142,2023-03-05,,,54,,,,,,,,,,
SP0143,,,SP,143,2023-03-05,,,56,,,,,,,,,,
SP0144,93,155,SP,144,2023-03-05,,,28,,,,,,,,,,
SP0145,,,SP,145,2023-03-05,,,30,,,,,,,,,,
SP0146,,,SP,146,2023-03-05,,,32,,,,,,,,,,
SP0147,503,227,SP,147,2023-03-05,,,34,,,,,,,,,,
SP0148,,,SP,148,2023-03-05,,,36,,,,,,,,,,
SP0149,217,151,SP,149,2023-03-05,,,38,,,,,,,,,,
SP0150,374,268,SP,150,2023-03-05,,,44,,,,,,,,,,
SP0151,231,46,SP,151,2023-03-05,,,46,,,,,,,,,,
SP0152,,,SP,152,2023-03-05,,,48,,,,,,,,,,
SP0153,,,SP,153,2023-03-05,,,50,,,,,,,,,,
SP0154,8,274,SP,154,2023-03-05,,,52,,,,,,,,,,
SP0155,52,233,SP,155,2023-03-05,,,54,,,,,,,,,,
SP0156,619,265,SP,156,2023-03-05,,,56,,,,,,,,,,
SP0157,32,156,SP,157,2023-03-05,,,28,,,,,,,,,,
SP0158,,,SP,158,2023-03-05,,,30,,,,,,,,,,
SP0159,,,SP,159,2023-03-05,,,32,,,,,,,,,,
SP0160,565,236,SP,160,2023-03-05,,,34,,,,,,,,,,
SP0161,719,175,SP,161,2023-03-05,,,36,,,,,,,,,,
SP0162,,,SP,162,2023-03-05,,,38,,,,,,,,,,
SP0163,224,13,SP,163,2023-03-05,,,44,,,,,,,,,,
SP0164,,,SP,164,2023-03-05,,,46,,,,,,,,,,
SP0165,5,290,SP,165,2023-03-05,,,48,,,,,,,,,,
SP0166,533,203,SP,166,2023-03-05,,,50,,,,,,,,,,
SP0167,320,266,SP,167,2023-03-05,,,52,,,,,,,,,,
SP0168,116,16,SP,168,2023-03-05,,,54,,,,,,,,,,
SP0169,72,287,SP,169,2023-03-05,,,56,,,,,,,,,,
SP0170,,,SP,170,2023-03-05,,,28,,,,,,,,,,
SP0171,88,120,SP,171,2023-03-05,,,30,,,,,,,,,,
SP0172,770,110,SP,172,2023-03-05,,,32,,,,,,,,,,
SP0173,771,150,SP,173,2023-03-05,,,34,,,,,,,,,,
SP0174,356,268,SP,174,2023-03-05,,,36,,,,,,,,,,
SP0175,,,SP,175,2023-03-05,,,38,,,,,,,,,,
SP0176,224,105,SP,176,2023-03-05,,,44,,,,,,,,,,
SP0177,,,SP,177,2023-03-05,,,46,,,,,,,,,,
SP0178,782,192,SP,178,2023-03-05,,,48,,,,,,,,,,
SP0179,255,29,SP,179,2023-03-05,,,50,,,,,,,,,,
SP0180,,,SP,180,2023-03-05,,,52,,,,,,,,,,
SP0181,560,85,SP,181,2023-03-05,,,54,,,,,,,,,,
SP0182,202,126,SP,182,2023-03-05,,,56,,,,,,,,,,
SP0183,,,SP,183,2023-03-05,,,28,,,,,,,,,,
SP0184,201,295,SP,184,2023-03-05,,,30,,,,,,,,,,
SP0185,647,185,SP,185,2023-03-05,,,32,,,,,,,,,,
SP0186,431,55,SP,186,2023-03-05,,,34,,,,,,,,,,
SP0187,507,231,SP,187,2023-03-05,,,36,,,,,,,,,,
SP0188,,,SP,188,2023-03-05,,,38,,,,,,,,,,
SP0189,351,9,SP,189,2023-03-05,,,44,,,,,,,,,,
SP0190,420,153,SP,190,2023-03-05,,,46,,,,,,,,,,
SP0191,,,SP,191,2023-03-05,,,48,,,,,,,,,,
SP0192,,,SP,192,2023-03-05,,,50,,,,,,,,,,
SP0193,464,111,SP,193,2023-03-05,,,52,,,,,,,,,,
SP0194,25,253,SP,194,2023-03-05,,,54,,,,,,,,,,
SP0195,,,SP,195,2023-03-05,,,56,,,,,,,,,,
SP0196,,,SP,196,2023-03-05,,,28,,,,,,,,,,
SP0197,,,SP,197,2023-03-05,,,30,,,,,,,,,,
SP0198,493,166,SP,198,2023-03-05,,,32,,,,,,,,,,
SP0199,2,250,SP,199,2023-03-05,,,34,,,,,,,,,,
SP0200,610,66,SP,200,2023-03-05,,,36,,,,,,,,,,
SP0201,,,SP,201,2023-03-05,,,38,,,,,,,,,,
SP0202,229,13,SP,202,2023-03-05,,,44,,,,,,,,,,
SP0203,,,SP,203,2023-03-05,,,46,,,,,,,,,,
SP0204,696,62,SP,204,2023-03-05,,,48,,,,,,,,,,
SP0205,,,SP,205,2023-03-05,,,50,,,,,,,,,,
SP0206,,,SP,206,2023-03-05,,,52,,,,,,,,,,
SP0207,,,SP,207,2023-03-05,,,54,,,,,,,,,,
SP0208,,,SP,208,2023-03-05,,,56,,,,,,,,,,
SP0209,771,23,SP,209,2023-03-05,,,28,,,,,,,,,,
SP0210,,,SP,210,2023-03-05,,,30,,,,,,,,,,
SP0211,,,SP,211,2023-03-05,,,32,,,,,,,,,,
SP0212,,,SP,212,2023-03-05,,,34,,,,,,,,,,
SP0213,,,SP,213,2023-03-05,,,36,,,,,,,,,,
SP0214,,,SP,214,2023-03-05,,,38,,,,,,,,,,
SP0215,,,SP,215,2023-03-05,,,44,,,,,,,,,,
SP0216,496,192,SP,216,2023-03-05,,,46,,,,,,,,,,
SP0217,183,293,SP,217,2023-03-05,,,48,,,,,,,,,,
SP0218,490,237,SP,218,2023-03-05,,,50,,,,,,,,,,
SP0219,636,172,SP,219,2023-03-05,,,52,,,,,,,,,,
SP0220,,,SP,220,2023-03-05,,,54,,,,,,,,,,
SP0221,783,228,SP,221,2023-03-05,,,56,,,,,,,,,,
SP0222,,,SP,222,2023-03-05,,,28,,,,,,,,,,
SP0223,341,85,SP,223,2023-03-05,,,30,,,,,,,,,,
SP0224,315,44,SP,224,2023-03-05,,,32,,,,,,,,,,
SP0225,490,69,SP,225,2023-03-05,,,34,,,,,,,,,,
SP0226,169,69,SP,226,2023-03-05,,,36,,,,,,,,,,
SP0227,,,SP,227,2023-03-05,,,38,,,,,,,,,,
SP0228,583,183,SP,228,2023-03-05,,,44,,,,,,,,,,
SP0229,,,SP,229,2023-03-05,,,46,,,,,,,,,,
SP0230,,,SP,230,2023-03-05,,,48,,,,,,,,,,
SP0231,,,SP,231,2023-03-05,,,50,,,,,,,,,,
SP0232,,,SP,232,2023-03-05,,,52,,,,,,,,,,
SP0233,,,SP,233,2023-03-05,,,54,,,,,,,,,,
SP0234,561,72,SP,234,2023-03-05,,,56,,,,,,,,,,
SP0235,211,68,SP,235,2023-03-05,,,28,,,,,,,,,,
SP0236,,,SP,236,2023-03-05,,,30,,,,,,,,,,
SP0237,601,150,SP,237,2023-03-05,,,32,,,,,,,,,,
SP0238,187,225,SP,238,2023-03-05,,,34,,,,,,,,,,
SP0239,,,SP,239,2023-03-05,,,36,,,,,,,,,,
SP0240,,,SP,240,2023-03-05,,,38,,,,,,,,,,
SP0241,,,SP,241,2023-03-05,,,44,,,,,,,,,,
SP0242,615,291,SP,242,2023-03-05,,,46,,,,,,,,,,
SP0243,62,35,SP,243,2023-03-05,,,48,,,,,,,,,,
SP0244,336,189,SP,244,2023-03-05,,,50,,,,,,,,,,
SP0245,106,188,SP,245,2023-03-05,,,52,,,,,,,,,,
SP0246,,,SP,246,2023-03-05,,,54,,,,,,,,,,
SP0247,,,SP,247,2023-03-05,,,56,,,,,,,,,,
SP0248,,,SP,248,2023-03-05,,,28,,,,,,,,,,
SP0249,,,SP,249,2023-03-05,,,30,,,,,,,,,,
SP0250,,,SP,250,2023-03-05,,,32,,,,,,,,,,
SP0251,,,SP,251,2023-03-05,,,34,,,,,,,,,,
SP0252,711,163,SP,252,2023-03-05,,,36,,,,,,,,,,
SP0253,553,296,SP,253,2023-03-05,,,38,,,,,,,,,,
SP0254,573,2,SP,254,2023-03-05,,,44,,,,,,,,,,
SP0255,336,33,SP,255,2023-03-05,,,46,,,,,,,,,,
SP0256,733,13,SP,256,2023-03-05,,,48,,,,,,,,,,
SP0257,,,SP,257,2023-03-05,,,50,,,,,,,,,,
SP0258,,,SP,258,2023-03-05,,,52,,,,,,,,,,
SP0259,,,SP,259,2023-03-05,,,54,,,,,,,,,,
SP0260,292,229,SP,260,2023-03-05,,,56,,,,,,,,,,
SP0261,,,SP,261,2023-03-05,,,28,,,,,,,,,,
SP0262,478,68,SP,262,2023-03-05,,,30,,,,,,,,,,
SP0263,,,SP,263,2023-03-05,,,32,,,,,,,,,,
SP0264,,,SP,264,2023-03-05,,,34,,,,,,,,,,
SP0265,176,259,SP,265,2023-03-05,,,36,,,,,,,,,,
SP0266,129,76,SP,266,2023-03-05,,,38,,,,,,,,,,
SP0267,,,SP,267,2023-03-05,,,44,,,,,,,,,,
SP0268,,,SP,268,2023-03-05,,,46,,,,,,,,,,
SP0269,130,291,SP,269,2023-03-05,,,48,,,,,,,,,,
SP0270,313,83,SP,270,2023-03-05,,,50,,,,,,,,,,
SP0271,15,260,SP,271,2023-03-05,,,52,,,,,,,,,,
SP0272,,,SP,272,2023-03-05,,,54,,,,,,,,,,
SP0273,593,258,SP,273,2023-03-05,,,56,,,,,,,,,,
SP0274,,,SP,274,2023-03-05,,,28,,,,,,,,,,
SP0275,,,SP,275,2023-03-05,,,30,,,,,,,,,,
SP0276,214,60,SP,276,2023-03-05,,,32,,,,,,,,,,
SP0277,,,SP,277,2023-03-05,,,34,,,,,,,,,,
SP0278,,,SP,278,2023-03-05,,,36,,,,,,,,,,
SP0279,,,SP,279,2023-03-05,,,38,,,,,,,,,,
SP0280,146,151,SP,280,2023-03-05,,,44,,,,,,,,,,
SP0281,,,SP,281,2023-03-05,,,46,,,,,,,,,,
SP0282,723,29,SP,282,2023-03-05,,,48,,,,,,,,,,
SP0283,,,SP,283,2023-03-05,,,50,,,,,,,,,,
SP0284,681,270,SP,284,2023-03-05,,,52,,,,,,,,,,
SP0285,,,SP,285,2023-03-05,,,54,,,,,,,,,,
SP0286,399,111,SP,286,2023-03-05,,,56,,,,,,,,,,
SP0287,569,180,SP,287,2023-03-05,,,28,,,,,,,,,,
SP0288,,,SP,288,2023-03-05,,,30,,,,,,,,,,
SP0289,310,20,SP,289,2023-03-05,,,32,,,,,,,,,,
SP0290,,,SP,290,2023-03-05,,,34,,,,,,,,,,
SP0291,,,SP,291,2023-03-05,,,36,,,,,,,,,,
SP0292,,,SP,292,2023-03-05,,,38,,,,,,,,,,
SP0293,,,SP,293,2023-03-05,,,44,,,,,,,,,,
SP0294,,,SP,294,2023-03-05,,,46,,,,,,,,,,
SP0295,448,280,SP,295,2023-03-05,,,48,,,,,,,,,,
SP0296,,,SP,296,2023-03-05,,,50,,,,,,,,,,
SP0297,169,37,SP,297,2023-03-05,,,52,,,,,,,,,,
SP0298,,,SP,298,2023-03-05,,,54,,,,,,,,,,
SP0299,608,250,SP,299,2023-03-05,,,56,,,,,,,,,,
SP0300,,,SP,300,2023-03-05,,,28,,,,,,,,,,
SP0301,,,SP,301,2023-03-05,,,30,,,,,,,,,,
SP0302,565,102,SP,302,2023-03-05,,,32,,,,,,,,,,
SP0303,,,SP,303,2023-03-05,,,34,,,,,,,,,,
SP0304,,,SP,304,2023-03-05,,,36,,,,,,,,,,
SP0305,,,SP,305,2023-03-05,,,38,,,,,,,,,,
SP0306,,,SP,306,2023-03-05,,,44,,,,,,,,,,
SP0307,,,SP,307,2023-03-05,,,46,,,,,,,,,,
SP0308,627,62,SP,308,2023-03-05,,,48,,,,,,,,,,
SP0309,,,SP,309,2023-03-05,,,50,,,,,,,,,,
SP0310,452,183,SP,310,2023-03-05,,,52,,,,,,,,,,
SP0311,,,SP,311,2023-03-05,,,54,,,,,,,,,,
SP0312,394,185,SP,312,2023-03-05,,,56,,,,,,,,,,
SP0313,,,SP,313,2023-03-05,,,28,,,,,,,,,,
SP0314,,,SP,314,2023-03-05,,,30,,,,,,,,,,
SP0315,,,SP,315,2023-03-05,,,32,,,,,,,,,,
SP0316,521,283,SP,316,2023-03-05,,,34,,,,,,,,,,
SP0317,311,214,SP,317,2023-03-05,,,36,,,,,,,,,,
SP0318,522,73,SP,318,2023-03-05,,,38,,,,,,,,,,
SP0319,,,SP,319,2023-03-05,,,44,,,,,,,,,,
SP0320,,,SP,320,2023-03-05,,,46,,,,,,,,,,
SP0321,748,186,SP,321,2023-03-05,,,48,,,,,,,,,,
SP0322,,,SP,322,2023-03-05,,,50,,,,,,,,,,
SP0323,,,SP,323,2023-03-05,,,52,,,,,,,,,,
SP0324,474,25,SP,324,2023-03-05,,,54,,,,,,,,,,
SP0325,743,86,SP,325,2023-03-05,,,56,,,,,,,,,,
SP0326,,,SP,326,2023-03-05,,,28,,,,,,,,,,
SP0327,,,SP,327,2023-03-05,,,30,,,,,,,,,,
SP0328,722,249,SP,328,2023-03-05,,,32,,,,,,,,,,
SP0329,,,SP,329,2023-03-05,,,34,,,,,,,,,,
SP0330,,,SP,330,2023-03-05,,,36,,,,,,,,,,
SP0331,501,90,SP,331,2023-03-05,,,38,,,,,,,,,,
SP0332,,,SP,332,2023-03-05,,,44,,,,,,,,,,
SP0333,,,SP,333,2023-03-05,,,46,,,,,,,,,,
SP0334,475,205,SP,334,2023-03-05,,,48,,,,,,,,,,
SP0335,,,SP,335,2023-03-05,,,50,,,,,,,,,,
SP0336,791,112,SP,336,2023-03-05,,,52,,,,,,,,,,
SP0337,,,SP,337,2023-03-05,,,54,,,,,,,,,,
SP0338,,,SP,338,2023-03-05,,,56,,,,,,,,,,
SP0339,,,SP,339,2023-03-05,,,28,,,,,,,,,,
SP0340,251,129,SP,340,2023-03-05,,,30,,,,,,,,,,
SP0341,403,215,SP,341,2023-03-05,,,32,,,,,,,,,,
SP0342,504,28,SP,342,2023-03-05,,,34,,,,,,,,,,
SP0343,597,26,SP,343,2023-03-05,,,36,,,,,,,,,,
SP0344,,,SP,344,2023-03-05,,,38,,,,,,,,,,
SP0345,,,SP,345,2023-03-05,,,44,,,,,,,,,,
SP0346,,,SP,346,2023-03-05,,,46,,,,,,,,,,
SP0347,,,SP,347,2023-03-05,,,48,,,,,,,,,,
SP0348,,,SP,348,2023-03-05,,,50,,,,,,,,,,
SP0349,77,89,SP,349,2023-03-05,,,52,,,,,,,,,,
SP0350,133,205,SP,350,2023-03-05,,,54,,,,,,,,,,
SP0351,,,SP,351,2023-03-05,,,56,,,,,,,,,,
SP0352,550,211,SP,352,2023-03-05,,,28,,,,,,,,,,
SP0353,437,25,SP,353,2023-03-05,,,30,,,,,,,,,,
SP0354,194,224,SP,354,2023-03-05,,,32,,,,,,,,,,
SP0355,,,SP,355,2023-03-05,,,34,,,,,,,,,,
SP0356,,,SP,356,2023-03-05,,,36,,,,,,,,,,
SP0357,,,SP,357,2023-03-05,,,38,,,,,,,,,,
SP0358,657,214,SP,358,2023-03-05,,,44,,,,,,,,,,
SP0359,,,SP,359,2023-03-05,,,46,,,,,,,,,,
SP0360,310,27,SP,360,2023-03-05,,,48,,,,,,,,,,
SP0361,,,SP,361,2023-03-05,,,50,,,,,,,,,,
SP0362,731,279,SP,362,2023-03-05,,,52,,,,,,,,,,
SP0363,,,SP,363,2023-03-05,,,54,,,,,,,,,,
SP0364,,,SP,364,2023-03-05,,,56,,,,,,,,,,
SP0365,469,101,SP,365,2023-03-05,,,28,,,,,,,,,,
SP0366,604,212,SP,366,2023-03-05,,,30,,,,,,,,,,
SP0367,,,SP,367,2023-03-05,,,28,,,,,,,,,,
SP0368,301,278,SP,368,2023-03-05,,,30,,,,,,,,,,
SP0369,,,SP,369,2023-03-05,,,32,,,,,,,,,,
SP0370,164,270,SP,370,2023-03-05,,,34,,,,,,,,,,
SP0371,,,SP,371,2023-03-05,,,36,,,,,,,,,,
SP0372,,,SP,372,2023-03-05,,,38,,,,,,,,,,
SP0373,173,33,SP,373,2023-03-05,,,44,,,,,,,,,,
SP0374,,,SP,374,2023-03-05,,,46,,,,,,,,,,
SP0375,167,180,SP,375,2023-03-05,,,48,,,,,,,,,,
SP0376,295,163,SP,376,2023-03-05,,,50,,,,,,,,,,
SP0377,525,36,SP,377,2023-03-05,,,52,,,,,,,,,,
SP0378,370,141,SP,378,2023-03-05,,,54,,,,,,,,,,
SP0379,,,SP,379,2023-03-05,,,56,,,,,,,,,,
SP0380,,,SP,380,2023-03-05,,,28,,,,,,,,,,
SP0381,191,158,SP,381,2023-03-05,,,30,,,,,,,,,,
SP0382,785,215,SP,382,2023-03-05,,,32,,,,,,,,,,
SP0383,,,SP,383,2023-03-05,,,34,,,,,,,,,,
SP0384,522,280,SP,384,2023-03-05,,,36,,,,,,,,,,
SP0385,,,SP,385,2023-03-05,,,38,,,,,,,,,,
SP0386,,,SP,386,2023-03-05,,,44,,,,,,,,,,
SP0387,603,118,SP,387,2023-03-05,,,46,,,,,,,,,,
SP0388,,,SP,388,2023-03-05,,,48,,,,,,,,,,
SP0389,152,8,SP,389,2023-03-05,,,50,,,,,,,,,,
SP0390,,,SP,390,2023-03-05,,,52,,,,,,,,,,
SP0391,489,118,SP,391,2023-03-05,,,54,,,,,,,,,,
SP0392,,,SP,392,2023-03-05,,,56,,,,,,,,,,
SP0393,64,74,SP,393,2023-03-05,,,28,,,,,,,,,,
SP0394,,,SP,394,2023-03-05,,,30,,,,,,,,,,
SP0395,178,64,SP,395,2023-03-05,,,32,,,,,,,,,,
SP0396,,,SP,396,2023-03-05,,,34,,,,,,,,,,
SP0397,,,SP,397,2023-03-05,,,36,,,,,,,,,,
SP0398,8,69,SP,398,2023-03-05,,,38,,,,,,,,,,
SP0399,,,SP,399,2023-03-05,,,44,,,,,,,,,,
SP0400,349,291,SP,400,2023-03-05,,,46,,,,,,,,,,
SP0401,,,SP,401,2023-03-05,,,48,,,,,,,,,,
SP0402,,,SP,402,2023-03-05,,,50,,,,,,,,,,
SP0403,,,SP,403,2023-03-05,,,52,,,,,,,,,,
SP0404,616,109,SP,404,2023-03-05,,,54,,,,,,,,,,
SP0405,320,236,SP,405,2023-03-05,,,56,,,,,,,,,,
SP0406,485,125,SP,406,2023-03-05,,,28,,,,,,,,,,
SP0407,631,187,SP,407,2023-03-05,,,30,,,,,,,,,,
SP0408,646,203,SP,408,2023-03-05,,,32,,,,,,,,,,
SP0409,349,70,SP,409,2023-03-05,,,34,,,,,,,,,,
SP0410,,,SP,410,2023-03-05,,,36,,,,,,,,,,
SP0411,,,SP,411,2023-03-05,,,38,,,,,,,,,,
SP0412,,,SP,412,2023-03-05,,,44,,,,,,,,,,
SP0413,583,126,SP,413,2023-03-05,,,46,,,,,,,,,,
SP0414,104,217,SP,414,2023-03-05,,,48,,,,,,,,,,
SP0415,,,SP,415,2023-03-05,,,50,,,,,,,,,,
SP0416,,,SP,416,2023-03-05,,,52,,,,,,,,,,
SP0417,,,SP,417,2023-03-05,,,54,,,,,,,,,,
SP0418,7,263,SP,418,2023-03-05,,,56,,,,,,,,,,
SP0419,538,212,SP,419,2023-03-05,,,28,,,,,,,,,,
SP0420,,,SP,420,2023-03-05,,,30,,,,,,,,,,
SP0421,,,SP,421,2023-03-05,,,32,,,,,,,,,,
SP0422,443,299,SP,422,2023-03-05,,,34,,,,,,,,,,
SP0423,343,125,SP,423,2023-03-05,,,36,,,,,,,,,,
SP0424,774,138,SP,424,2023-03-05,,,38,,,,,,,,,,
SP0425,,,SP,425,2023-03-05,,,44,,,,,,,,,,
SP0426,548,241,SP,426,2023-03-05,,,46,,,,,,,,,,
SP0427,,,SP,427,2023-03-05,,,48,,,,,,,,,,
SP0428,,,SP,428,2023-03-05,,,50,,,,,,,,,,
SP0429,782,151,SP,429,2023-03-05,,,52,,,,,,,,,,
SP0430,,,SP,430,2023-03-05,,,54,,,,,,,,,,
SP0431,,,SP,431,2023-03-05,,,56,,,,,,,,,,
SP0432,,,SP,432,2023-03-05,,,28,,,,,,,,,,
SP0433,175,192,SP,433,2023-03-05,,,30,,,,,,,,,,
SP0434,260,8,SP,434,2023-03-05,,,32,,,,,,,,,,
SP0435,607,60,SP,435,2023-03-05,,,34,,,,,,,,,,
SP0436,,,SP,436,2023-03-05,,,36,,,,,,,,,,
SP0437,782,257,SP,437,2023-03-05,,,38,,,,,,,,,,
SP0438,786,241,SP,438,2023-03-05,,,44,,,,,,,,,,
SP0439,,,SP,439,2023-03-05,,,46,,,,,,,,,,
SP0440,,,SP,440,2023-03-05,,,48,,,,,,,,,,
SP0441,720,11,SP,441,2023-03-05,,,50,,,,,,,,,,
SP0442,,,SP,442,2023-03-05,,,52,,,,,,,,,,
SP0443,690,192,SP,443,2023-03-05,,,54,,,,,,,,,,
SP0444,,,SP,444,2023-03-05,,,56,,,,,,,,,,
SP0445,,,SP,445,2023-03-05,,,28,,,,,,,,,,
SP0446,299,188,SP,446,2023-03-05,,,30,,,,,,,,,,
SP0447,,,SP,447,2023-03-05,,,32,,,,,,,,,,
SP0448,,,SP,448,2023-03-05,,,34,,,,,,,,,,
SP0449,331,2,SP,449,2023-03-05,,,36,,,,,,,,,,
SP0450,,,SP,450,2023-03-05,,,38,,,,,,,,,,
SP0451,302,141,SP,451,2023-03-05,,,44,,,,,,,,,,
SP0452,,,SP,452,2023-03-05,,,46,,,,,,,,,,
